Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
620,1702727351617,1.34077816E8,150.35515
621,1702727351617,1.3407816E8,151.78824
622,1702727351617,1.34078504E8,151.62718
623,1702727351618,1.34078848E8,152.62584
624,1702727351618,1.34079192E8,152.82312
625,1702727351618,1.34079536E8,152.41998
626,1702727351620,1.34079888E8,153.71407
627,1702727351620,1.34080232E8,151.91142
628,1702727351620,1.34080576E8,152.66568
629,1702727351620,1.3408092E8,152.74506
630,1702727351620,1.34081264E8,153.90775
631,1702727351620,1.34081608E8,155.10568
632,1702727351622,1.3408196E8,153.11858
633,1702727351622,1.34082304E8,152.55074
634,1702727351622,1.34082648E8,152.18942
635,1702727351622,1.34082992E8,153.13998
636,1702727351622,1.34083336E8,152.69896
637,1702727351624,1.3408368E8,153.18806
638,1702727351624,1.34084032E8,153.16205
639,1702727351624,1.34084376E8,152.89328
640,1702727351624,1.3408472E8,152.15715
641,1702727351624,1.34085064E8,150.59328
642,1702727351624,1.34085408E8,149.83539
643,1702727351625,1.34085752E8,151.3324
644,1702727351625,1.34086096E8,152.46739
645,1702727351625,1.34086448E8,150.24776
646,1702727351626,1.34086792E8,149.87987
647,1702727351626,1.34087136E8,150.05606
648,1702727351626,1.3408748E8,150.63116
649,1702727351626,1.34087824E8,149.60779
650,1702727351627,1.34088176E8,148.32193
651,1702727351627,1.3408852E8,149.90948
